pid,coauthor_pid,years
h/AlonYHalevy,j/ChristianSJensen,2010
h/AlonYHalevy,31/3455,2010
h/AlonYHalevy,a/AnastassiaAilamaki,2009
h/AlonYHalevy,b/PhilipABernstein,2009
h/AlonYHalevy,31/3455,2009
h/AlonYHalevy,c/SurajitChaudhuri,2009
h/AlonYHalevy,d/AnHaiDoan,2009
h/AlonYHalevy,f/MJFranklin,2009
h/AlonYHalevy,g/JohannesGehrke,2009
h/AlonYHalevy,k/HenryFKorth,2009
h/AlonYHalevy,k/DonaldKossmann,2009
h/AlonYHalevy,m/SamuelMadden,2009
h/AlonYHalevy,o/BengChinOoi,2009
h/AlonYHalevy,s/MichaelStonebraker,2009
h/AlonYHalevy,w/GerhardWeikum,2009
h/AlonYHalevy,82/231,2009
h/AlonYHalevy,d/XinLunaDong,2009
h/AlonYHalevy,58/3771,2009
h/AlonYHalevy,a/LyublenaAntova,2009
h/AlonYHalevy,27/2143,2009
h/AlonYHalevy,82/231,2008
h/AlonYHalevy,27/2143,2008
h/AlonYHalevy,41/3679,2008
h/AlonYHalevy,f/MJFranklin,2008
h/AlonYHalevy,m/VMarkl,2008
h/AlonYHalevy,d/AnHaiDoan,2008
h/AlonYHalevy,a/GustavoAlonso,2008
h/AlonYHalevy,k/DonaldKossmann,2008
h/AlonYHalevy,w/GerhardWeikum,2008
h/AlonYHalevy,a/AnastassiaAilamaki,2008
h/AlonYHalevy,b/PhilipABernstein,2008
h/AlonYHalevy,31/3455,2008
h/AlonYHalevy,c/SurajitChaudhuri,2008
h/AlonYHalevy,g/JohannesGehrke,2008
h/AlonYHalevy,k/HenryFKorth,2008
h/AlonYHalevy,m/SamuelMadden,2008
h/AlonYHalevy,o/BengChinOoi,2008
h/AlonYHalevy,s/MichaelStonebraker,2008
h/AlonYHalevy,t/MartinTheobald,2008
h/AlonYHalevy,d/XinLunaDong,2008
h/AlonYHalevy,d/XinLunaDong,2007
h/AlonYHalevy,58/3771,2007
h/AlonYHalevy,d/XinLunaDong,2006
h/AlonYHalevy,58/3771,2006
h/AlonYHalevy,f/MJFranklin,2006
h/AlonYHalevy,i/ZacharyGIves,2006
h/AlonYHalevy,d/AnHaiDoan,2005
h/AlonYHalevy,b/PhilipABernstein,2005
h/AlonYHalevy,31/3455,2005
h/AlonYHalevy,f/MJFranklin,2005
h/AlonYHalevy,n/JeffreyFNaughton,2005
h/AlonYHalevy,s/TimosKSellis,2005
h/AlonYHalevy,s/MichaelStonebraker,2005
h/AlonYHalevy,w/GerhardWeikum,2005
h/AlonYHalevy,f/EdwardAFox,2005
h/AlonYHalevy,i/ZacharyGIves,2005
h/AlonYHalevy,s/DanSuciu,2005
h/AlonYHalevy,d/XinLunaDong,2005
h/AlonYHalevy,r/ERahm,2005
h/AlonYHalevy,d/AnHaiDoan,2004
h/AlonYHalevy,d/XinLunaDong,2004
h/AlonYHalevy,i/ZacharyGIves,2004
h/AlonYHalevy,s/DanSuciu,2004
h/AlonYHalevy,f/MJFranklin,2004
h/AlonYHalevy,w/GerhardWeikum,2004
h/AlonYHalevy,b/PhilipABernstein,2004
h/AlonYHalevy,a/AnastassiaAilamaki,2004
h/AlonYHalevy,b/PhilipABernstein,2003
h/AlonYHalevy,d/AnHaiDoan,2003
h/AlonYHalevy,i/ZacharyGIves,2003
h/AlonYHalevy,s/DanSuciu,2003
h/AlonYHalevy,d/XinLunaDong,2003
h/AlonYHalevy,31/3455,2003
h/AlonYHalevy,f/MJFranklin,2003
h/AlonYHalevy,n/JeffreyFNaughton,2003
h/AlonYHalevy,s/TimosKSellis,2003
h/AlonYHalevy,s/MichaelStonebraker,2003
h/AlonYHalevy,w/GerhardWeikum,2003
h/AlonYHalevy,01/3589,2002
h/AlonYHalevy,s/DanSuciu,2002
h/AlonYHalevy,i/ZacharyGIves,2002
h/AlonYHalevy,b/PhilipABernstein,2002
h/AlonYHalevy,d/AnHaiDoan,2002
h/AlonYHalevy,i/ZacharyGIves,2001
h/AlonYHalevy,68/1297,2001
h/AlonYHalevy,d/AnHaiDoan,2001
h/AlonYHalevy,01/3589,2001
h/AlonYHalevy,s/DanSuciu,2001
h/AlonYHalevy,i/ZacharyGIves,2000
h/AlonYHalevy,r/KARoss,2000
h/AlonYHalevy,s/DiveshSrivastava,2000
h/AlonYHalevy,w/GerhardWeikum,2000
h/AlonYHalevy,b/PhilipABernstein,2000
h/AlonYHalevy,68/1297,2000
h/AlonYHalevy,s/DanSuciu,2000
h/AlonYHalevy,f/ElenaFerrari,2000
h/AlonYHalevy,d/AnHaiDoan,2000
h/AlonYHalevy,d/AlinDeutsch,1999
h/AlonYHalevy,s/DanSuciu,1999
h/AlonYHalevy,m/IoanaManolescu,1999
h/AlonYHalevy,d/AnHaiDoan,1999
h/AlonYHalevy,i/ZacharyGIves,1999
h/AlonYHalevy,s/DanSuciu,1998
h/AlonYHalevy,d/AlinDeutsch,1998
h/AlonYHalevy,s/DanSuciu,1997
h/AlonYHalevy,s/DiveshSrivastava,1996
h/AlonYHalevy,j/HVJagadish,1996
h/AlonYHalevy,s/DiveshSrivastava,1995
h/AlonYHalevy,s/DiveshSrivastava,1994
s/ASdaSilva,m/WagnerMeiraJr,2020
s/ASdaSilva,84/2055,2020
s/ASdaSilva,o/VivianeMoreiraOrengo,2020
s/ASdaSilva,m/MirellaMouraMoro,2016
s/ASdaSilva,80/468,2016
s/ASdaSilva,f/JulianaFreire,2016
s/ASdaSilva,m/MirellaMouraMoro,2014
s/ASdaSilva,m/WagnerMeiraJr,2012
s/ASdaSilva,m/MirellaMouraMoro,2011
s/ASdaSilva,m/WagnerMeiraJr,2011
s/ASdaSilva,m/WagnerMeiraJr,2010
s/ASdaSilva,m/MirellaMouraMoro,2010
s/ASdaSilva,o/VivianeMoreiraOrengo,2009
s/ASdaSilva,f/JulianaFreire,2009
s/ASdaSilva,m/WagnerMeiraJr,2009
s/ASdaSilva,80/468,2008
s/ASdaSilva,f/JulianaFreire,2008
s/ASdaSilva,o/VivianeMoreiraOrengo,2007
s/ASdaSilva,80/468,2007
s/ASdaSilva,f/JulianaFreire,2007
s/ASdaSilva,b/DBarbosa,2007
s/ASdaSilva,m/WagnerMeiraJr,2007
s/ASdaSilva,f/JulianaFreire,2006
s/ASdaSilva,f/EdwardAFox,2004
s/ASdaSilva,f/EdwardAFox,2003
s/ASdaSilva,f/EdwardAFox,2002
16/4915,180/5761,2021
16/4915,b/MagdalenaBalazinska,2021
16/4915,161/0113,2021
16/4915,180/5761,2020
16/4915,b/MagdalenaBalazinska,2020
16/4915,s/DanSuciu,2020
16/4915,a/DJAbadi,2019
16/4915,a/AnastassiaAilamaki,2019
16/4915,47/8816,2019
16/4915,b/MagdalenaBalazinska,2019
16/4915,b/PhilipABernstein,2019
16/4915,b/PeterABoncz,2019
16/4915,c/SurajitChaudhuri,2019
16/4915,d/AnHaiDoan,2019
16/4915,d/XinLunaDong,2019
16/4915,f/MJFranklin,2019
16/4915,f/JulianaFreire,2019
16/4915,h/AlonYHalevy,2019
16/4915,i/StratosIdreos,2019
16/4915,k/DonaldKossmann,2019
16/4915,26/6037,2019
16/4915,m/VMarkl,2019
16/4915,m/TovaMilo,2019
16/4915,m/CMohan,2019
16/4915,o/BengChinOoi,2019
16/4915,o/FatmaOzcan,2019
16/4915,58/4127,2019
16/4915,91/275,2019
16/4915,r/ChristopherRe,2019
16/4915,s/MichaelStonebraker,2019
16/4915,s/DanSuciu,2019
16/4915,180/5761,2019
16/4915,180/5761,2018
16/4915,b/MagdalenaBalazinska,2018
16/4915,s/DanSuciu,2018
16/4915,g/JohannesGehrke,2018
16/4915,b/MagdalenaBalazinska,2017
16/4915,s/DanSuciu,2017
16/4915,180/5761,2017
16/4915,m/SamuelMadden,2016
16/4915,180/5761,2016
16/4915,b/MagdalenaBalazinska,2016
16/4915,s/DanSuciu,2016
16/4915,m/SamuelMadden,2014
16/4915,41/3679,2013
16/4915,m/SamuelMadden,2013
16/4915,m/SamuelMadden,2012
16/4915,m/SamuelMadden,2011
16/4915,m/SamuelMadden,2008
16/4915,k/KarinKailing,2007
16/4915,k/KarinKailing,2006
s/AmbujKSingh,19/2546,2022
s/AmbujKSingh,65/3446,2021
s/AmbujKSingh,19/2546,2021
s/AmbujKSingh,19/2546,2020
s/AmbujKSingh,38/768,2020
s/AmbujKSingh,65/3446,2020
s/AmbujKSingh,19/2546,2019
s/AmbujKSingh,38/768,2019
s/AmbujKSingh,14/10827,2018
s/AmbujKSingh,38/768,2018
s/AmbujKSingh,19/2546,2018
s/AmbujKSingh,19/2546,2017
s/AmbujKSingh,19/2546,2016
s/AmbujKSingh,y/XifengYan,2015
s/AmbujKSingh,19/2546,2015
s/AmbujKSingh,y/XifengYan,2014
s/AmbujKSingh,32/6122,2014
s/AmbujKSingh,38/768,2014
s/AmbujKSingh,y/XifengYan,2013
s/AmbujKSingh,38/768,2013
s/AmbujKSingh,38/768,2012
s/AmbujKSingh,32/6122,2012
s/AmbujKSingh,y/XifengYan,2012
s/AmbujKSingh,38/768,2011
s/AmbujKSingh,y/XifengYan,2011
s/AmbujKSingh,48/2626-1,2010
s/AmbujKSingh,38/768,2009
s/AmbujKSingh,k/NickKoudas,2009
s/AmbujKSingh,s/DiveshSrivastava,2009
s/AmbujKSingh,48/2626-1,2009
s/AmbujKSingh,48/2626-1,2008
s/AmbujKSingh,48/2626-1,2007
s/AmbujKSingh,48/2626-1,2006
s/AmbujKSingh,a/DivyakantAgrawal,2005
s/AmbujKSingh,a/AmrElAbbadi,2005
s/AmbujKSingh,48/2626-1,2005
s/AmbujKSingh,48/2626-1,2004
s/AmbujKSingh,a/DivyakantAgrawal,2003
s/AmbujKSingh,a/AmrElAbbadi,2003
s/AmbujKSingh,a/DivyakantAgrawal,1999
s/AmbujKSingh,a/AmrElAbbadi,1999
s/AmbujKSingh,a/DivyakantAgrawal,1998
s/AmbujKSingh,a/DivyakantAgrawal,1997
s/AmbujKSingh,a/AmrElAbbadi,1997
s/AmbujKSingh,a/DivyakantAgrawal,1996
s/AmbujKSingh,a/AmrElAbbadi,1996
s/AmbujKSingh,a/DivyakantAgrawal,1994
s/AmbujKSingh,a/DivyakantAgrawal,1993
s/AmbujKSingh,a/AmrElAbbadi,1993
131/6619,h/BingshengHe,2022
131/6619,89/2619,2022
131/6619,48/1294-7,2021
131/6619,47/3542-1,2021
131/6619,h/BingshengHe,2020
131/6619,48/1294-7,2020
131/6619,47/3542-1,2020
131/6619,h/BingshengHe,2019
131/6619,51/5793,2019
131/6619,89/2619,2019
131/6619,h/BingshengHe,2018
131/6619,h/BingshengHe,2017
131/6619,h/BingshengHe,2016
131/6619,h/BingshengHe,2015
131/6619,y/JXuYu,2015
131/6619,h/BingshengHe,2014
131/6619,h/BingshengHe,2013
67/2583,a/KarlAberer,2018
67/2583,a/KarlAberer,2017
67/2583,s/SSudarshan1,2001
77/5034,m/TanuMalik,2022
77/5034,194/2827,2021
77/5034,38/768,2021
77/5034,b/SrikantaJBedathur,2021
77/5034,b/SrikantaJBedathur,2020
77/5034,194/2827,2020
77/5034,38/768,2020
77/5034,r/MayaRamanath,2019
77/5034,b/SrikantaJBedathur,2019
77/5034,38/768,2019
77/5034,194/2827,2019
77/5034,b/SrikantaJBedathur,2018
77/5034,r/MayaRamanath,2018
77/5034,b/SrikantaJBedathur,2017
77/5034,r/MayaRamanath,2017
77/5034,194/2827,2017
77/5034,136/7969,2015
77/5034,b/SrikantaJBedathur,2015
77/5034,r/MayaRamanath,2015
77/5034,96/2418,2014
77/5034,136/7969,2014
77/5034,r/MayaRamanath,2013
77/5034,136/7969,2013
77/5034,l/ChenLi1,2006
75/5002,70/6404,2021
75/5002,29/5841,2020
75/5002,70/6404,2020
75/5002,15/1669,2018
75/5002,97/5147,2017
75/5002,29/5841,2016
75/5002,29/5841,2015
75/5002,80/8429,2015
d/AmolDeshpande,a/AnastassiaAilamaki,2019
d/AmolDeshpande,26/6037,2019
d/AmolDeshpande,j/HVJagadish,2018
d/AmolDeshpande,m/SamuelMadden,2018
d/AmolDeshpande,81/9436-1,2017
d/AmolDeshpande,52/1382,2017
d/AmolDeshpande,27/3375,2017
d/AmolDeshpande,75/9436,2016
d/AmolDeshpande,m/SamuelMadden,2016
d/AmolDeshpande,127/6195,2016
d/AmolDeshpande,d/XinLunaDong,2016
d/AmolDeshpande,s/DiveshSrivastava,2016
d/AmolDeshpande,81/9436-1,2016
d/AmolDeshpande,52/1382,2016
d/AmolDeshpande,27/3375,2016
d/AmolDeshpande,06/4171,2016
d/AmolDeshpande,75/9436,2015
d/AmolDeshpande,m/SamuelMadden,2015
d/AmolDeshpande,41/3679,2015
d/AmolDeshpande,41/3679,2014
d/AmolDeshpande,m/SamuelMadden,2014
d/AmolDeshpande,s/MichaelStonebraker,2014
d/AmolDeshpande,127/6195,2014
d/AmolDeshpande,75/9436,2014
d/AmolDeshpande,j/ChristianSJensen,2013
d/AmolDeshpande,127/6195,2013
d/AmolDeshpande,g/MinosNGarofalakis,2013
d/AmolDeshpande,58/1388,2012
d/AmolDeshpande,j/ChristianSJensen,2011
d/AmolDeshpande,66/3027,2011
d/AmolDeshpande,j/ChristianSJensen,2010
d/AmolDeshpande,58/1388,2010
d/AmolDeshpande,66/3027,2009
d/AmolDeshpande,58/1388,2009
d/AmolDeshpande,m/SamuelMadden,2009
d/AmolDeshpande,58/1388,2008
d/AmolDeshpande,i/IhabFIlyas,2008
d/AmolDeshpande,k/BKonigRies,2008
d/AmolDeshpande,r/MatthiasRenz,2008
d/AmolDeshpande,t/MartinTheobald,2008
d/AmolDeshpande,h/PeterJHaas,2008
d/AmolDeshpande,k/ChristophKoch,2008
d/AmolDeshpande,v/VVassalos,2008
d/AmolDeshpande,i/ZacharyGIves,2007
d/AmolDeshpande,r/VijayshankarRaman,2007
d/AmolDeshpande,b/MagdalenaBalazinska,2007
d/AmolDeshpande,f/MJFranklin,2007
d/AmolDeshpande,l/ALabrinidis,2007
d/AmolDeshpande,l/QiongLuo,2007
d/AmolDeshpande,m/SamuelMadden,2007
d/AmolDeshpande,y/JunYang1,2007
d/AmolDeshpande,58/1388,2007
d/AmolDeshpande,m/SamuelMadden,2006
d/AmolDeshpande,r/VijayshankarRaman,2006
d/AmolDeshpande,m/SamuelMadden,2005
d/AmolDeshpande,m/SamuelMadden,2004
d/AmolDeshpande,f/MJFranklin,2003
d/AmolDeshpande,m/SamuelMadden,2003
d/AmolDeshpande,r/VijayshankarRaman,2003
d/AmolDeshpande,g/MinosNGarofalakis,2001
d/AmolDeshpande,f/MJFranklin,2000
d/AmolDeshpande,m/SamuelMadden,2000
d/AmolDeshpande,r/VijayshankarRaman,2000
a/AmrElAbbadi,a/DivyakantAgrawal,2021
a/AmrElAbbadi,05/1478,2021
a/AmrElAbbadi,151/5215,2021
a/AmrElAbbadi,183/8663,2021
a/AmrElAbbadi,75/3108,2021
a/AmrElAbbadi,a/DivyakantAgrawal,2020
a/AmrElAbbadi,151/5215,2020
a/AmrElAbbadi,183/8663,2020
a/AmrElAbbadi,05/1478,2020
a/AmrElAbbadi,a/DivyakantAgrawal,2019
a/AmrElAbbadi,183/8663,2019
a/AmrElAbbadi,05/1478,2019
a/AmrElAbbadi,151/5215,2019
a/AmrElAbbadi,151/5215,2018
a/AmrElAbbadi,a/DivyakantAgrawal,2018
a/AmrElAbbadi,05/1478,2018
a/AmrElAbbadi,25/3618,2018
a/AmrElAbbadi,151/5215,2017
a/AmrElAbbadi,a/DivyakantAgrawal,2017
a/AmrElAbbadi,y/XifengYan,2017
a/AmrElAbbadi,t/KianLeeTan,2016
a/AmrElAbbadi,a/DivyakantAgrawal,2016
a/AmrElAbbadi,151/5215,2016
a/AmrElAbbadi,a/DivyakantAgrawal,2015
a/AmrElAbbadi,s/KennethSalem,2015
a/AmrElAbbadi,y/XifengYan,2015
a/AmrElAbbadi,75/9436,2015
a/AmrElAbbadi,147/1198,2015
a/AmrElAbbadi,58/4127,2015
a/AmrElAbbadi,a/DivyakantAgrawal,2014
a/AmrElAbbadi,y/XifengYan,2014
a/AmrElAbbadi,t/KianLeeTan,2014
a/AmrElAbbadi,71/5974,2013
a/AmrElAbbadi,a/DivyakantAgrawal,2013
a/AmrElAbbadi,75/9436,2013
a/AmrElAbbadi,c/CarloCurino,2013
a/AmrElAbbadi,s/KennethSalem,2013
a/AmrElAbbadi,y/XifengYan,2013
a/AmrElAbbadi,t/KianLeeTan,2013
a/AmrElAbbadi,a/DivyakantAgrawal,2012
a/AmrElAbbadi,71/5974,2012
a/AmrElAbbadi,o/BengChinOoi,2012
a/AmrElAbbadi,75/9436,2012
a/AmrElAbbadi,94/5893,2012
a/AmrElAbbadi,71/5974,2011
a/AmrElAbbadi,a/DivyakantAgrawal,2011
a/AmrElAbbadi,94/5893,2011
a/AmrElAbbadi,75/9436,2011
a/AmrElAbbadi,a/DivyakantAgrawal,2010
a/AmrElAbbadi,71/5974,2010
a/AmrElAbbadi,71/5974,2009
a/AmrElAbbadi,a/DivyakantAgrawal,2009
a/AmrElAbbadi,a/DivyakantAgrawal,2008
a/AmrElAbbadi,71/5974,2008
a/AmrElAbbadi,a/DivyakantAgrawal,2007
a/AmrElAbbadi,f/HFerhatosmanoglu,2007
a/AmrElAbbadi,a/DivyakantAgrawal,2006
a/AmrElAbbadi,f/HFerhatosmanoglu,2006
a/AmrElAbbadi,a/DivyakantAgrawal,2005
a/AmrElAbbadi,f/HFerhatosmanoglu,2005
a/AmrElAbbadi,s/AmbujKSingh,2005
a/AmrElAbbadi,r/MirekRiedewald,2005
a/AmrElAbbadi,a/DivyakantAgrawal,2004
a/AmrElAbbadi,a/DivyakantAgrawal,2003
a/AmrElAbbadi,s/AmbujKSingh,2003
a/AmrElAbbadi,r/MirekRiedewald,2003
a/AmrElAbbadi,k/FlipKorn,2003
a/AmrElAbbadi,a/DivyakantAgrawal,2002
a/AmrElAbbadi,r/KARoss,2002
a/AmrElAbbadi,r/MirekRiedewald,2002
a/AmrElAbbadi,f/HFerhatosmanoglu,2001
a/AmrElAbbadi,a/DivyakantAgrawal,2001
a/AmrElAbbadi,r/MirekRiedewald,2001
a/AmrElAbbadi,a/GustavoAlonso,2000
a/AmrElAbbadi,a/DivyakantAgrawal,2000
a/AmrElAbbadi,m/CMohan,2000
a/AmrElAbbadi,f/HFerhatosmanoglu,2000
a/AmrElAbbadi,r/MirekRiedewald,2000
a/AmrElAbbadi,a/DivyakantAgrawal,1999
a/AmrElAbbadi,s/AmbujKSingh,1999
a/AmrElAbbadi,r/MirekRiedewald,1999
a/AmrElAbbadi,f/HFerhatosmanoglu,1999
a/AmrElAbbadi,a/DivyakantAgrawal,1998
a/AmrElAbbadi,a/DivyakantAgrawal,1997
a/AmrElAbbadi,s/AmbujKSingh,1997
a/AmrElAbbadi,a/GustavoAlonso,1997
a/AmrElAbbadi,m/CMohan,1997
a/AmrElAbbadi,a/GustavoAlonso,1996
a/AmrElAbbadi,a/DivyakantAgrawal,1996
a/AmrElAbbadi,m/CMohan,1996
a/AmrElAbbadi,s/AmbujKSingh,1996
a/AmrElAbbadi,a/GustavoAlonso,1995
a/AmrElAbbadi,a/DivyakantAgrawal,1995
a/AmrElAbbadi,m/CMohan,1995
a/AmrElAbbadi,a/GustavoAlonso,1994
a/AmrElAbbadi,a/DivyakantAgrawal,1994
a/AmrElAbbadi,w/GerhardWeikum,1994
a/AmrElAbbadi,a/DivyakantAgrawal,1993
a/AmrElAbbadi,s/AmbujKSingh,1993
a/AmrElAbbadi,a/DivyakantAgrawal,1992
a/AmrElAbbadi,a/DivyakantAgrawal,1991
a/AmrElAbbadi,a/DivyakantAgrawal,1990
a/AmrElAbbadi,a/DivyakantAgrawal,1989
a/AmrElAbbadi,a/DivyakantAgrawal,1988
05/8073-1,94/5893,2020
05/8073-1,a/WGAref,2020
05/8073-1,94/5893,2019
05/8073-1,94/5893,2017
05/8073-1,94/5893,2016
05/8073-1,a/WGAref,2016
05/8073-1,94/5893,2015
05/8073-1,95/9990,2015
05/8073-1,02/3658,2015
05/8073-1,94/5893,2014
05/8073-1,95/9990,2014
05/8073-1,94/5893,2013
05/8073-1,95/9990,2013
05/8073-1,95/9990,2012
05/8073-1,02/3658,2012
05/8073-1,94/5893,2012
160/4306,01/9014,2021
160/4306,96/4770,2016
160/4306,52/6987,2016
160/4306,m/AnimeshMukherjee,2016
127/1469,w/GerhardWeikum,2018
127/1469,w/GerhardWeikum,2016
127/1469,w/GerhardWeikum,2015
127/1469,w/GerhardWeikum,2014
127/1469,w/GerhardWeikum,2013
37/10133-3,172/0874,2019
37/10133-3,173/4598,2019
37/10133-3,29/3483,2019
26/2579,73/2286,2020
26/2579,73/2286,2019
26/2579,j/CVJawahar,2017
26/2579,j/CVJawahar,2016
26/2579,j/CVJawahar,2014
26/2579,j/CVJawahar,2013
26/2579,j/CVJawahar,2012
26/2579,j/CVJawahar,2011
a/AnastassiaAilamaki,131/6284,2022
a/AnastassiaAilamaki,86/9726,2021
a/AnastassiaAilamaki,69/9726,2021
a/AnastassiaAilamaki,131/6284,2021
a/AnastassiaAilamaki,147/1263,2020
a/AnastassiaAilamaki,41/9728,2020
a/AnastassiaAilamaki,82/7402,2020
a/AnastassiaAilamaki,p/OdysseasPapapetrou,2020
a/AnastassiaAilamaki,b/MagdalenaBalazinska,2020
a/AnastassiaAilamaki,c/SurajitChaudhuri,2020
a/AnastassiaAilamaki,f/JulianaFreire,2020
a/AnastassiaAilamaki,s/MichaelStonebraker,2020
a/AnastassiaAilamaki,g/GoetzGraefe,2019
a/AnastassiaAilamaki,36/10568,2019
a/AnastassiaAilamaki,147/1263,2019
a/AnastassiaAilamaki,41/9728,2019
a/AnastassiaAilamaki,d/AmolDeshpande,2019
a/AnastassiaAilamaki,26/6037,2019
a/AnastassiaAilamaki,a/DJAbadi,2019
a/AnastassiaAilamaki,47/8816,2019
a/AnastassiaAilamaki,b/MagdalenaBalazinska,2019
a/AnastassiaAilamaki,b/PhilipABernstein,2019
a/AnastassiaAilamaki,b/PeterABoncz,2019
a/AnastassiaAilamaki,c/SurajitChaudhuri,2019
a/AnastassiaAilamaki,16/4915,2019
a/AnastassiaAilamaki,d/AnHaiDoan,2019
a/AnastassiaAilamaki,d/XinLunaDong,2019
a/AnastassiaAilamaki,f/MJFranklin,2019
a/AnastassiaAilamaki,f/JulianaFreire,2019
a/AnastassiaAilamaki,h/AlonYHalevy,2019
a/AnastassiaAilamaki,i/StratosIdreos,2019
a/AnastassiaAilamaki,k/DonaldKossmann,2019
a/AnastassiaAilamaki,m/VMarkl,2019
a/AnastassiaAilamaki,m/TovaMilo,2019
a/AnastassiaAilamaki,m/CMohan,2019
a/AnastassiaAilamaki,o/BengChinOoi,2019
a/AnastassiaAilamaki,o/FatmaOzcan,2019
a/AnastassiaAilamaki,58/4127,2019
a/AnastassiaAilamaki,91/275,2019
a/AnastassiaAilamaki,r/ChristopherRe,2019
a/AnastassiaAilamaki,s/MichaelStonebraker,2019
a/AnastassiaAilamaki,s/DanSuciu,2019
a/AnastassiaAilamaki,89/6071,2019
a/AnastassiaAilamaki,135/3665,2019
a/AnastassiaAilamaki,164/7451,2019
a/AnastassiaAilamaki,p/OdysseasPapapetrou,2019
a/AnastassiaAilamaki,36/10568,2018
a/AnastassiaAilamaki,i/StratosIdreos,2018
a/AnastassiaAilamaki,164/7451,2018
a/AnastassiaAilamaki,05/264,2018
a/AnastassiaAilamaki,f/JulianaFreire,2018
a/AnastassiaAilamaki,p/IppokratisPandis,2018
a/AnastassiaAilamaki,88/6520,2017
a/AnastassiaAilamaki,86/9726,2017
a/AnastassiaAilamaki,69/9726,2017
a/AnastassiaAilamaki,133/9910,2017
a/AnastassiaAilamaki,147/1263,2017
a/AnastassiaAilamaki,41/9728,2017
a/AnastassiaAilamaki,82/7402,2017
a/AnastassiaAilamaki,89/6071,2017
a/AnastassiaAilamaki,164/7451,2017
a/AnastassiaAilamaki,05/264,2017
a/AnastassiaAilamaki,f/JulianaFreire,2017
a/AnastassiaAilamaki,o/FatmaOzcan,2017
a/AnastassiaAilamaki,36/10568,2017
a/AnastassiaAilamaki,g/GoetzGraefe,2017
a/AnastassiaAilamaki,a/DJAbadi,2016
a/AnastassiaAilamaki,b/MagdalenaBalazinska,2016
a/AnastassiaAilamaki,b/PhilipABernstein,2016
a/AnastassiaAilamaki,31/3455,2016
a/AnastassiaAilamaki,c/SurajitChaudhuri,2016
a/AnastassiaAilamaki,d/AnHaiDoan,2016
a/AnastassiaAilamaki,f/MJFranklin,2016
a/AnastassiaAilamaki,g/JohannesGehrke,2016
a/AnastassiaAilamaki,h/AlonYHalevy,2016
a/AnastassiaAilamaki,j/HVJagadish,2016
a/AnastassiaAilamaki,k/DonaldKossmann,2016
a/AnastassiaAilamaki,m/SamuelMadden,2016
a/AnastassiaAilamaki,m/SharadMehrotra,2016
a/AnastassiaAilamaki,m/TovaMilo,2016
a/AnastassiaAilamaki,n/JeffreyFNaughton,2016
a/AnastassiaAilamaki,m/VMarkl,2016
a/AnastassiaAilamaki,o/BengChinOoi,2016
a/AnastassiaAilamaki,r/ChristopherRe,2016
a/AnastassiaAilamaki,s/DanSuciu,2016
a/AnastassiaAilamaki,s/MichaelStonebraker,2016
a/AnastassiaAilamaki,41/9728,2016
a/AnastassiaAilamaki,36/10568,2016
a/AnastassiaAilamaki,133/9910,2016
a/AnastassiaAilamaki,89/6071,2016
a/AnastassiaAilamaki,69/9726,2016
a/AnastassiaAilamaki,p/IppokratisPandis,2016
a/AnastassiaAilamaki,86/9726,2016
a/AnastassiaAilamaki,82/7402,2016
a/AnastassiaAilamaki,i/StratosIdreos,2016
a/AnastassiaAilamaki,08/5342,2016
a/AnastassiaAilamaki,164/7451,2016
a/AnastassiaAilamaki,88/6520,2016
a/AnastassiaAilamaki,36/10568,2015
a/AnastassiaAilamaki,i/StratosIdreos,2015
a/AnastassiaAilamaki,133/9910,2015
a/AnastassiaAilamaki,89/6071,2015
a/AnastassiaAilamaki,82/7402,2015
a/AnastassiaAilamaki,c/ShiminChen,2015
a/AnastassiaAilamaki,41/9728,2015
a/AnastassiaAilamaki,v/VVassalos,2015
a/AnastassiaAilamaki,147/1263,2015
a/AnastassiaAilamaki,69/9726,2015
a/AnastassiaAilamaki,86/9726,2015
a/AnastassiaAilamaki,88/6520,2015
a/AnastassiaAilamaki,164/7451,2015
a/AnastassiaAilamaki,p/NeoklisPolyzotis,2015
a/AnastassiaAilamaki,s/KaiUweSattler,2015
a/AnastassiaAilamaki,41/9728,2014
a/AnastassiaAilamaki,82/7402,2014
a/AnastassiaAilamaki,86/9726,2014
a/AnastassiaAilamaki,a/DJAbadi,2014
a/AnastassiaAilamaki,b/MagdalenaBalazinska,2014
a/AnastassiaAilamaki,b/PhilipABernstein,2014
a/AnastassiaAilamaki,31/3455,2014
a/AnastassiaAilamaki,c/SurajitChaudhuri,2014
a/AnastassiaAilamaki,d/AnHaiDoan,2014
a/AnastassiaAilamaki,f/MJFranklin,2014
a/AnastassiaAilamaki,g/JohannesGehrke,2014
a/AnastassiaAilamaki,h/AlonYHalevy,2014
a/AnastassiaAilamaki,j/HVJagadish,2014
a/AnastassiaAilamaki,k/DonaldKossmann,2014
a/AnastassiaAilamaki,m/SamuelMadden,2014
a/AnastassiaAilamaki,m/SharadMehrotra,2014
a/AnastassiaAilamaki,m/TovaMilo,2014
a/AnastassiaAilamaki,n/JeffreyFNaughton,2014
a/AnastassiaAilamaki,m/VMarkl,2014
a/AnastassiaAilamaki,o/BengChinOoi,2014
a/AnastassiaAilamaki,r/ChristopherRe,2014
a/AnastassiaAilamaki,s/DanSuciu,2014
a/AnastassiaAilamaki,s/MichaelStonebraker,2014
